id	screen name	real name	dblp url
100261721	dimanpetrov	Dmitry Petrov	http://dblp.uni-trier.de/pers/hd/p/Petrov:Dmitry.html
69920021	dimdym	Dmitriy Dligach	http://dblp.uni-trier.de/pers/hd/d/Dligach:Dmitriy.html
33447651	DimensionalEye	Daniel Jung	http://dblp.uni-trier.de/pers/hd/j/Jung:Daniel.html
71785482	dineshsriram	Dinesh Sriram	http://dblp.uni-trier.de/pers/hd/s/Sriram:Dinesh.html
297280730	DinoCOSMAS	Dino Cosmas	http://dblp.uni-trier.de/pers/hd/c/Cosmas:Dino.html
56314885	diogocpedrosa	Diogo Pedrosa	http://dblp.uni-trier.de/pers/hd/p/Pedrosa:Diogo.html
198462918	DirkPeters	Dirk Peters	http://dblp.uni-trier.de/pers/hd/p/Peters:Dirk.html
12342812	dirkriehle	Dirk Riehle	http://dblp.uni-trier.de/pers/hd/r/Riehle:Dirk.html
60014176	dirkvandenpoel	Dirk Van Den Poel	http://dblp.uni-trier.de/pers/hd/p/Poel:Dirk_Van_Den.html
86629903	dirkwenig	Dirk Wenig	http://dblp.uni-trier.de/pers/hd/w/Wenig:Dirk.html
33959852	disasteraverted	Nick Webb	http://dblp.uni-trier.de/pers/hd/w/Webb:Nick.html
244183709	dishengqiu	Disheng Qiu	http://dblp.uni-trier.de/pers/hd/q/Qiu:Disheng.html
14634255	disnet	Tim Disney	http://dblp.uni-trier.de/pers/hd/d/Disney:Tim.html
230815459	DivBy	Rossano Venturini	http://dblp.uni-trier.de/pers/hd/v/Venturini:Rossano.html
22985924	diverzulu	David Mendes	http://dblp.uni-trier.de/pers/hd/m/Mendes:David.html
27899646	diwakarmahajan	Diwakar Mahajan	http://dblp.uni-trier.de/pers/hd/m/Mahajan:Diwakar.html
10368692	dizquierdo	Daniel Izquierdo	http://dblp.uni-trier.de/pers/hd/i/Izquierdo:Daniel.html
1896717637	djdave475	David John	http://dblp.uni-trier.de/pers/hd/j/John:David.html
1421171	dJdU	Rich Hilliard	http://dblp.uni-trier.de/pers/hd/h/Hilliard:Rich.html
87819331	djmsullivan	David J. Sullivan	http://dblp.uni-trier.de/pers/hd/s/Sullivan:David_J=.html
21133730	djoerd	Djoerd Hiemstra	http://dblp.uni-trier.de/pers/hd/h/Hiemstra:Djoerd.html
14955588	djoyner	David Joyner	http://dblp.uni-trier.de/pers/hd/j/Joyner:David.html
7411352	djp3	Donald Patterson	http://dblp.uni-trier.de/pers/hd/p/Patterson:Donald.html
46403033	dj_satoru_en	Satoru Sasaki	http://dblp.uni-trier.de/pers/hd/s/Sasaki:Satoru.html
1244882695	DJStucki	David J. Stucki	http://dblp.uni-trier.de/pers/hd/s/Stucki:David_J=.html
245507204	djwayneuk	Wayne Lawrence	http://dblp.uni-trier.de/pers/hd/l/Lawrence:Wayne.html
9892242	djzhao	Dejin Zhao	http://dblp.uni-trier.de/pers/hd/z/Zhao:Dejin.html
289291773	dkaratzas	Dimosthenis Karatzas	http://dblp.uni-trier.de/pers/hd/k/Karatzas:Dimosthenis.html
83150768	dkim010	Dongwon Kim	http://dblp.uni-trier.de/pers/hd/k/Kim:Dongwon.html
44666586	dkkarthik	Karthik Dantu	http://dblp.uni-trier.de/pers/hd/d/Dantu:Karthik.html
35982006	dklospace	Kun Duan	http://dblp.uni-trier.de/pers/hd/d/Duan:Kun.html
18974821	dkohl	Daniel Kohlsdorf	http://dblp.uni-trier.de/pers/hd/k/Kohlsdorf:Daniel.html
1595639557	dkontotasiou	Dionysia Kontotasiou	http://dblp.uni-trier.de/pers/hd/k/Kontotasiou:Dionysia.html
7690032	dleony	Derick Leony	http://dblp.uni-trier.de/pers/hd/l/Leony:Derick.html
35742090	dlmetcalf	David Metcalf	http://dblp.uni-trier.de/pers/hd/m/Metcalf:David.html
34709963	dlowd	Daniel Lowd	http://dblp.uni-trier.de/pers/hd/l/Lowd:Daniel.html
40044288	dlresende	Diego Lemos	http://dblp.uni-trier.de/pers/hd/l/Lemos:Diego.html
57998357	dlrlegend100	Daniel Robinson	http://dblp.uni-trier.de/pers/hd/r/Robinson:Daniel.html
1465178640	dlupitz	Dennis Lupiana	http://dblp.uni-trier.de/pers/hd/l/Lupiana:Dennis.html
8630302	dlwh	David Hall	http://dblp.uni-trier.de/pers/hd/h/Hall:David.html
368605638	dmalhotra3	Dhairya Malhotra	http://dblp.uni-trier.de/pers/hd/m/Malhotra:Dhairya.html
56433779	dmarcust	Marcus Tutt	http://dblp.uni-trier.de/pers/hd/t/Tutt:Marcus.html
20684892	DMBeckmann	Denise Beckmann	http://dblp.uni-trier.de/pers/hd/b/Beckmann:Denise.html
333679367	dmcclosky	David Mcclosky	http://dblp.uni-trier.de/pers/hd/m/Mcclosky:David.html
26886361	dmdu	Shane Butler	http://dblp.uni-trier.de/pers/hd/b/Butler:Shane.html
70889802	dmeklund	David Eklund	http://dblp.uni-trier.de/pers/hd/e/Eklund:David.html
5702302	dmikurube	Dai Mikurube	http://dblp.uni-trier.de/pers/hd/m/Mikurube:Dai.html
48099604	DMiranda665	Daniel Miranda	http://dblp.uni-trier.de/pers/hd/m/Miranda:Daniel.html
38033050	dmmata	David Martínez	http://dblp.uni-trier.de/pers/hd/m/Mart==nez:David.html
185284897	dmolinarius	Daniel Muller	http://dblp.uni-trier.de/pers/hd/m/Muller:Daniel.html
146536061	dmonett	Dagmar Monett	http://dblp.uni-trier.de/pers/hd/m/Monett:Dagmar.html
6684792	dmz	Daniel Zimmerman	http://dblp.uni-trier.de/pers/hd/z/Zimmerman:Daniel.html
72591724	dnatapov	Daniel Natapov	http://dblp.uni-trier.de/pers/hd/n/Natapov:Daniel.html
57286201	dnettlet	David Nettleton	http://dblp.uni-trier.de/pers/hd/n/Nettleton:David.html
28027157	dnicolalde	Daniel Nicolalde	http://dblp.uni-trier.de/pers/hd/n/Nicolalde:Daniel.html
127043182	dnlperrone	Daniele Perrone	http://dblp.uni-trier.de/pers/hd/p/Perrone:Daniele.html
51317994	dnobori	Daiyuu Nobori	http://dblp.uni-trier.de/pers/hd/n/Nobori:Daiyuu.html
19742731	docfx	Moritz Eysholdt	http://dblp.uni-trier.de/pers/hd/e/Eysholdt:Moritz.html
225505869	dochoe	Do Kook Choe	http://dblp.uni-trier.de/pers/hd/c/Choe:Do_Kook.html
215078691	DocSoares	Caio Soares	http://dblp.uni-trier.de/pers/hd/s/Soares:Caio.html
222441042	DocThreeC	Carlos Carrascosa	http://dblp.uni-trier.de/pers/hd/c/Carrascosa:Carlos.html
160094489	DoctorET	Edward Tse	http://dblp.uni-trier.de/pers/hd/t/Tse:Edward.html
22990111	doctorofrock	Dan Morris	http://dblp.uni-trier.de/pers/hd/m/Morris:Dan.html
2729061	doctorow	Cory Doctorow	http://dblp.uni-trier.de/pers/hd/d/Doctorow:Cory.html
42456781	dodger487	Christopher Riederer	http://dblp.uni-trier.de/pers/hd/r/Riederer:Christopher.html
18506971	dodijk	Daan Odijk	http://dblp.uni-trier.de/pers/hd/o/Odijk:Daan.html
1425336134	DolfTr	Dolf Trieschnigg	http://dblp.uni-trier.de/pers/hd/t/Trieschnigg:Dolf.html
4097451	dollop	Robert Burns	http://dblp.uni-trier.de/pers/hd/b/Burns:Robert.html
348555077	DomenikPavletic	Domenik Pavletic	http://dblp.uni-trier.de/pers/hd/p/Pavletic:Domenik.html
30189165	DomFurniss	Dominic Furniss	http://dblp.uni-trier.de/pers/hd/f/Furniss:Dominic.html
122665653	domguinard	Dominique Guinard	http://dblp.uni-trier.de/pers/hd/g/Guinard:Dominique.html
474888814	domi_logic	Dominika Potuzakova	http://dblp.uni-trier.de/pers/hd/p/Potuzakova:Dominika.html
15507335	dominickng	Dominick Ng	http://dblp.uni-trier.de/pers/hd/n/Ng:Dominick.html
14568831	dominikb1888	Dominik Böhler	http://dblp.uni-trier.de/pers/hd/b/B==hler:Dominik.html
17406425	dominikus	Dominikus Baur	http://dblp.uni-trier.de/pers/hd/b/Baur:Dominikus.html
14087576	domlancs	Dominik Schmidt	http://dblp.uni-trier.de/pers/hd/s/Schmidt:Dominik.html
561201648	domonkostikk	Domonkos Tikk	http://dblp.uni-trier.de/pers/hd/t/Tikk:Domonkos.html
41098784	donadeb	Debora Donato	http://dblp.uni-trier.de/pers/hd/d/Donato:Debora.html
176264128	donalexison	Alexis Ocampo	http://dblp.uni-trier.de/pers/hd/o/Ocampo:Alexis.html
58395694	donchai	Junyi Chai	http://dblp.uni-trier.de/pers/hd/c/Chai:Junyi.html
54433675	donghyukwoo	Dong Hyuk Woo	http://dblp.uni-trier.de/pers/hd/w/Woo:Dong_Hyuk.html
269696571	donglixp	Li Dong	http://dblp.uni-trier.de/pers/hd/d/Dong:Li.html
62071829	dongng	Dong Nguyen	http://dblp.uni-trier.de/pers/hd/n/Nguyen:Dong.html
52416607	dongqiu_seu	Dong Qiu	http://dblp.uni-trier.de/pers/hd/q/Qiu:Dong.html
39647751	dongwang218	Dong Wang	http://dblp.uni-trier.de/pers/hd/w/Wang:Dong.html
68379875	dongz9	Dong Zhou	http://dblp.uni-trier.de/pers/hd/z/Zhou:Dong.html
43403000	donlouro	Donizetti Louro	http://dblp.uni-trier.de/pers/hd/l/Louro:Donizetti.html
137507020	DonMillerIT	Don Miller	http://dblp.uni-trier.de/pers/hd/m/Miller:Don.html
321252635	donnervogel80	Jorg Lotze	http://dblp.uni-trier.de/pers/hd/l/Lotze:Jorg.html
29272410	Donnie_Newell	Donald Newell	http://dblp.uni-trier.de/pers/hd/n/Newell:Donald.html
12893642	donsbot	Don Stewart	http://dblp.uni-trier.de/pers/hd/s/Stewart:Don.html
768157135	Donschmidt6	Donald Schmidt	http://dblp.uni-trier.de/pers/hd/s/Schmidt:Donald.html
23522702	DonSchoner	Don Schoner	http://dblp.uni-trier.de/pers/hd/s/Schoner:Don.html
14393114	doomie	Dumitru Erhan	http://dblp.uni-trier.de/pers/hd/e/Erhan:Dumitru.html
19287377	dopomoc	Darren Cosker	http://dblp.uni-trier.de/pers/hd/c/Cosker:Darren.html
469731117	DorgivalGuedes	Dorgival Guedes	http://dblp.uni-trier.de/pers/hd/g/Guedes:Dorgival.html
415293130	dorian_peters	Dorian Peters	http://dblp.uni-trier.de/pers/hd/p/Peters:Dorian.html
245098280	dorishausen	Doris Hausen	http://dblp.uni-trier.de/pers/hd/h/Hausen:Doris.html
25493118	dorvac	Marc Durand	http://dblp.uni-trier.de/pers/hd/d/Durand:Marc.html
12326812	dorzey	Paul Doran	http://dblp.uni-trier.de/pers/hd/d/Doran:Paul.html
42712695	dotalchemy	Stu Hall	http://dblp.uni-trier.de/pers/hd/h/Hall:Stu.html
450923637	Doug21Hahn	Douglas Hahn	http://dblp.uni-trier.de/pers/hd/h/Hahn:Douglas.html
1024451198	DougBaldwin5	Doug Baldwin	http://dblp.uni-trier.de/pers/hd/b/Baldwin:Doug.html
69782928	douglaslanman	Douglas Lanman	http://dblp.uni-trier.de/pers/hd/l/Lanman:Douglas.html
15607342	DouglasLBrown	Doug Brown	http://dblp.uni-trier.de/pers/hd/b/Brown:Doug.html
12298602	douglasmartin	Doug Martin	http://dblp.uni-trier.de/pers/hd/m/Martin:Doug.html
37524267	dougnet220	Douglas King	http://dblp.uni-trier.de/pers/hd/k/King:Douglas.html
5415182	dourish	Paul Dourish	http://dblp.uni-trier.de/pers/hd/d/Dourish:Paul.html
333814198	douzc	Zhicheng Dou	http://dblp.uni-trier.de/pers/hd/d/Dou:Zhicheng.html
254095506	dovgalec	Vladislavs Dovgalecs	http://dblp.uni-trier.de/pers/hd/d/Dovgalecs:Vladislavs.html
9309912	downey	Michael Downey	http://dblp.uni-trier.de/pers/hd/d/Downey:Michael.html
46817430	doyub	Doyub Kim	http://dblp.uni-trier.de/pers/hd/k/Kim:Doyub.html
14656799	dpalmisano	Davide Palmisano	http://dblp.uni-trier.de/pers/hd/p/Palmisano:Davide.html
163101221	dpapagia	Dina Papagiannaki	http://dblp.uni-trier.de/pers/hd/p/Papagiannaki:Dina.html
266377259	dpineo	Daniel Pineo	http://dblp.uni-trier.de/pers/hd/p/Pineo:Daniel.html
353691219	dr4g0n_sw0rd	Long Tran-thanh	http://dblp.uni-trier.de/pers/hd/t/Tran=thanh:Long.html
82719499	drachovides	Dorothy Rachovides	http://dblp.uni-trier.de/pers/hd/r/Rachovides:Dorothy.html
511845363	DraelAv	Alessio Vecchio	http://dblp.uni-trier.de/pers/hd/v/Vecchio:Alessio.html
26522126	draftx	Thomas Berger	http://dblp.uni-trier.de/pers/hd/b/Berger:Thomas.html
350774989	DraidiFadi	Fady Draidi	http://dblp.uni-trier.de/pers/hd/d/Draidi:Fady.html
5833062	drakeguan	Shuen-huei Guan	http://dblp.uni-trier.de/pers/hd/g/Guan:Shuen=huei.html
1128413982	DrAlbertMas	Albert Mas	http://dblp.uni-trier.de/pers/hd/m/Mas:Albert.html
298694769	Dranimator	Alexander Rodriguez	http://dblp.uni-trier.de/pers/hd/r/Rodriguez:Alexander.html
47906117	drarobbe	Andreas Haas	http://dblp.uni-trier.de/pers/hd/h/Haas:Andreas.html
1187620795	drawingDMartins	Daniel Martins	http://dblp.uni-trier.de/pers/hd/m/Martins:Daniel.html
15257310	DrBethMeyer	Beth Meyer	http://dblp.uni-trier.de/pers/hd/m/Meyer:Beth.html
6549332	Dr_Black	Sue Black	http://dblp.uni-trier.de/pers/hd/b/Black:Sue.html
1152264182	_drbruced	Bruce Davie	http://dblp.uni-trier.de/pers/hd/d/Davie:Bruce.html
54519217	drbyoo	Byounghyun Yoo	http://dblp.uni-trier.de/pers/hd/y/Yoo:Byounghyun.html
21260586	drbyronw	Byron J. Williams	http://dblp.uni-trier.de/pers/hd/w/Williams:Byron_J=.html
22194654	dr_carmster	Carman Neustaedter	http://dblp.uni-trier.de/pers/hd/n/Neustaedter:Carman.html
470499421	DrCemKaner	Cem Kaner	http://dblp.uni-trier.de/pers/hd/k/Kaner:Cem.html
40247378	drcls	Casper Lassenius	http://dblp.uni-trier.de/pers/hd/l/Lassenius:Casper.html
148181582	drcsiz	Amy Csizmar Dalal	http://dblp.uni-trier.de/pers/hd/d/Dalal:Amy_Csizmar.html
34281461	DrDJBell	David Bell	http://dblp.uni-trier.de/pers/hd/b/Bell:David.html
214846242	Dreadfulpines	Robert Hall	http://dblp.uni-trier.de/pers/hd/h/Hall:Robert.html
132219827	dr_eagan	James Eagan	http://dblp.uni-trier.de/pers/hd/e/Eagan:James.html
5072641	dreamedge	Yuichiro Sekiguchi	http://dblp.uni-trier.de/pers/hd/s/Sekiguchi:Yuichiro.html
13972852	DreamFlasher	Marcel Ackermann	http://dblp.uni-trier.de/pers/hd/a/Ackermann:Marcel.html
1095510499	dreamwinterlab	Michael Miller	http://dblp.uni-trier.de/pers/hd/m/Miller:Michael.html
19449651	DrEdWilliams	Ed Williams	http://dblp.uni-trier.de/pers/hd/w/Williams:Ed.html
13072452	dret	Erik Wilde	http://dblp.uni-trier.de/pers/hd/w/Wilde:Erik.html
21689241	dretelny	Daniela Retelny	http://dblp.uni-trier.de/pers/hd/r/Retelny:Daniela.html
18463930	drewconway	Drew Conway	http://dblp.uni-trier.de/pers/hd/c/Conway:Drew.html
61723221	drewdaraabrams	Drew Dara-abrams	http://dblp.uni-trier.de/pers/hd/d/Dara=abrams:Drew.html
240323113	DrewFarris08	Andrew Farris	http://dblp.uni-trier.de/pers/hd/f/Farris:Andrew.html
18957962	drewpaine	Drew Paine	http://dblp.uni-trier.de/pers/hd/p/Paine:Drew.html
308587014	drfeldt	Robert Feldt	http://dblp.uni-trier.de/pers/hd/f/Feldt:Robert.html
259880921	DrFirasomar	Firas Omar	http://dblp.uni-trier.de/pers/hd/o/Omar:Firas.html
15397446	DrFlySuperfunk	Eric Patterson	http://dblp.uni-trier.de/pers/hd/p/Patterson:Eric.html
331874206	DrGrossUNCC	Joshua Gross	http://dblp.uni-trier.de/pers/hd/g/Gross:Joshua.html
1469218118	DrGuyCoates	Guy Coates	http://dblp.uni-trier.de/pers/hd/c/Coates:Guy.html
393956778	dr_hang_li	Hang Li	http://dblp.uni-trier.de/pers/hd/l/Li:Hang.html
292849420	driainmurray	Iain Murray	http://dblp.uni-trier.de/pers/hd/m/Murray:Iain.html
16113118	DriesDeRoeck	Dries De Roeck	http://dblp.uni-trier.de/pers/hd/r/Roeck:Dries_De.html
28049655	drinkthecoolaid	Serena Hillman	http://dblp.uni-trier.de/pers/hd/h/Hillman:Serena.html
6446442	dripster	Ian Palmer	http://dblp.uni-trier.de/pers/hd/p/Palmer:Ian.html
45260935	driverag	Diego Rivera	http://dblp.uni-trier.de/pers/hd/r/Rivera:Diego.html
830532488	drjedrzej	Jedrzej Rybicki	http://dblp.uni-trier.de/pers/hd/r/Rybicki:Jedrzej.html
889696896	drjilles	Jilles Vreeken	http://dblp.uni-trier.de/pers/hd/v/Vreeken:Jilles.html
15101451	drjunior	Diogo Júnior	http://dblp.uni-trier.de/pers/hd/j/J==nior:Diogo.html
402664998	drkatedevlin	Kate Devlin	http://dblp.uni-trier.de/pers/hd/d/Devlin:Kate.html
85159880	drkdev	Shawn Koppenhoefer	http://dblp.uni-trier.de/pers/hd/k/Koppenhoefer:Shawn.html
95701736	Dr_Kiwi	Daniel Yunge	http://dblp.uni-trier.de/pers/hd/y/Yunge:Daniel.html
19775706	DrKiwiGirl	Chandra Harrison	http://dblp.uni-trier.de/pers/hd/h/Harrison:Chandra.html
58439890	DrLancaster	Thomas Lancaster	http://dblp.uni-trier.de/pers/hd/l/Lancaster:Thomas.html
430839387	DrLAnthony	Lisa Anthony	http://dblp.uni-trier.de/pers/hd/a/Anthony:Lisa.html
70844877	DrLarryDavis	Larry Davis	http://dblp.uni-trier.de/pers/hd/d/Davis:Larry.html
12475722	drmarkuic	Mark Grechanik	http://dblp.uni-trier.de/pers/hd/g/Grechanik:Mark.html
105750894	DrMattFaulkner	Matthew Faulkner	http://dblp.uni-trier.de/pers/hd/f/Faulkner:Matthew.html
170864748	drmfreeman	Mark Freeman	http://dblp.uni-trier.de/pers/hd/f/Freeman:Mark.html
18019592	dr_mo	Mauritius Seeger	http://dblp.uni-trier.de/pers/hd/s/Seeger:Mauritius.html
88644454	drmsmadi	Mohammad Al-smadi	http://dblp.uni-trier.de/pers/hd/a/Al=smadi:Mohammad.html
289217214	droffigc	Gifford Cheung	http://dblp.uni-trier.de/pers/hd/c/Cheung:Gifford.html
27763	drossy	Derek Ross	http://dblp.uni-trier.de/pers/hd/r/Ross:Derek.html
48215653	drouin_simon	Simon Drouin	http://dblp.uni-trier.de/pers/hd/d/Drouin:Simon.html
285221489	DrPeterDrake	Peter Drake	http://dblp.uni-trier.de/pers/hd/d/Drake:Peter.html
82713840	dr_pi	Petra Isenberg	http://dblp.uni-trier.de/pers/hd/i/Isenberg:Petra.html
906352561	DrRaviAgarwal	Ravi Agarwal	http://dblp.uni-trier.de/pers/hd/a/Agarwal:Ravi.html
384683891	drrcranium	Dave Ward	http://dblp.uni-trier.de/pers/hd/w/Ward:Dave.html
325137889	DrReilly_utpa	Christine Reilly	http://dblp.uni-trier.de/pers/hd/r/Reilly:Christine.html
1439713758	DrSEldh	Sigrid Eldh	http://dblp.uni-trier.de/pers/hd/e/Eldh:Sigrid.html
836841097	dr_sheraz	Sheraz Khan	http://dblp.uni-trier.de/pers/hd/k/Khan:Sheraz.html
461040111	DrSMartindale	Sarah Martindale	http://dblp.uni-trier.de/pers/hd/m/Martindale:Sarah.html
928498981	DrVaclav	Vaclav Potesil	http://dblp.uni-trier.de/pers/hd/p/Potesil:Vaclav.html
13443382	drvannostrum	Pascal Denis	http://dblp.uni-trier.de/pers/hd/d/Denis:Pascal.html
292703254	DrYansen	Alex Jansen	http://dblp.uni-trier.de/pers/hd/j/Jansen:Alex.html
38634612	dsg22	David Greenwood	http://dblp.uni-trier.de/pers/hd/g/Greenwood:David.html
100411906	dsk_saito	Daisuke Saito	http://dblp.uni-trier.de/pers/hd/s/Saito:Daisuke.html
167078626	dsnyder0cnn	David C. Snyder	http://dblp.uni-trier.de/pers/hd/s/Snyder:David_C=.html
95195944	dsp_de	Daniel Speicher	http://dblp.uni-trier.de/pers/hd/s/Speicher:Daniel.html
606504083	dsplfcore	Luís Ferreira	http://dblp.uni-trier.de/pers/hd/f/Ferreira:Lu==s.html
129755689	dsrosenblum	David Rosenblum	http://dblp.uni-trier.de/pers/hd/r/Rosenblum:David.html
138387806	dstringhini	Denise Stringhini	http://dblp.uni-trier.de/pers/hd/s/Stringhini:Denise.html
99504640	dsvcr28	Daniel Salazar	http://dblp.uni-trier.de/pers/hd/s/Salazar:Daniel.html
21982329	dswtan	Stewart Tansley	http://dblp.uni-trier.de/pers/hd/t/Tansley:Stewart.html
34398661	dtoddao	Daniel Todd	http://dblp.uni-trier.de/pers/hd/t/Todd:Daniel.html
14318190	dtolpin	David Tolpin	http://dblp.uni-trier.de/pers/hd/t/Tolpin:David.html
166730183	dtosato	Diego Tosato	http://dblp.uni-trier.de/pers/hd/t/Tosato:Diego.html
15937226	dtunkelang	Daniel Tunkelang	http://dblp.uni-trier.de/pers/hd/t/Tunkelang:Daniel.html
280344577	Du0ngy	Michael Duong	http://dblp.uni-trier.de/pers/hd/d/Duong:Michael.html
48188966	duane_bender	Duane Bender	http://dblp.uni-trier.de/pers/hd/b/Bender:Duane.html
47074995	duantran	Duan Tran	http://dblp.uni-trier.de/pers/hd/t/Tran:Duan.html
115140233	dubeyutkarsh	Utkarsh Dubey	http://dblp.uni-trier.de/pers/hd/d/Dubey:Utkarsh.html
61945399	ducktopian	Charlotte Lee	http://dblp.uni-trier.de/pers/hd/l/Lee:Charlotte.html
5381462	duckunix	Don Harper	http://dblp.uni-trier.de/pers/hd/h/Harper:Don.html
143609373	duehokage	Luis Sanchez	http://dblp.uni-trier.de/pers/hd/s/Sanchez:Luis.html
72759711	dukecyto	Jun Saito	http://dblp.uni-trier.de/pers/hd/s/Saito:Jun.html
14295341	dullhunk	Duncan Hull	http://dblp.uni-trier.de/pers/hd/h/Hull:Duncan.html
1148081	dumbledad	Tim Regan	http://dblp.uni-trier.de/pers/hd/r/Regan:Tim.html
680413	duncancragg	Duncan Cragg	http://dblp.uni-trier.de/pers/hd/c/Cragg:Duncan.html
26000689	duncanjwatts	Duncan Watts	http://dblp.uni-trier.de/pers/hd/w/Watts:Duncan.html
1210871455	DuncanStevAust	Duncan Stevenson	http://dblp.uni-trier.de/pers/hd/s/Stevenson:Duncan.html
10043302	duplico	George Louthan	http://dblp.uni-trier.de/pers/hd/l/Louthan:George.html
15465429	dushyantz	Dushyant Arora	http://dblp.uni-trier.de/pers/hd/a/Arora:Dushyant.html
20133757	dustdar	Schahram Dustdar	http://dblp.uni-trier.de/pers/hd/d/Dustdar:Schahram.html
790632978	du_xiao	Xiao Du	http://dblp.uni-trier.de/pers/hd/d/Du:Xiao.html
1014471	dvallet	David Vallet	http://dblp.uni-trier.de/pers/hd/v/Vallet:David.html
87301883	dvandic	Damir Vandic	http://dblp.uni-trier.de/pers/hd/v/Vandic:Damir.html
34936414	dvdeurse	Davy Van Deursen	http://dblp.uni-trier.de/pers/hd/d/Deursen:Davy_Van.html
106199289	dvidur	Rudi Van Drunen	http://dblp.uni-trier.de/pers/hd/d/Drunen:Rudi_Van.html
14687807	dwagelaar	Dennis Wagelaar	http://dblp.uni-trier.de/pers/hd/w/Wagelaar:Dennis.html
16972486	dwildt	Daniel Wildt	http://dblp.uni-trier.de/pers/hd/w/Wildt:Daniel.html
81621640	Dwindage	Woonhyuk Baek	http://dblp.uni-trier.de/pers/hd/b/Baek:Woonhyuk.html
135899401	dwmcphd	David Mcdonald	http://dblp.uni-trier.de/pers/hd/m/Mcdonald:David.html
227477256	dwoodbcic	Dawn Wood	http://dblp.uni-trier.de/pers/hd/w/Wood:Dawn.html
20582204	dx617	Xuan Ding	http://dblp.uni-trier.de/pers/hd/d/Ding:Xuan.html
188652723	dylangauld	Dylan Gauld	http://dblp.uni-trier.de/pers/hd/g/Gauld:Dylan.html
13018372	DylanJones	Dylan Jones	http://dblp.uni-trier.de/pers/hd/j/Jones:Dylan.html
30406622	dyuan3	Ding Yuan	http://dblp.uni-trier.de/pers/hd/y/Yuan:Ding.html
991404260	dzhaoatmcmaster	Dongmei Zhao	http://dblp.uni-trier.de/pers/hd/z/Zhao:Dongmei.html
184853197	e2pi	David Matthews	http://dblp.uni-trier.de/pers/hd/m/Matthews:David.html
14376602	eaoliver	Earl Oliver	http://dblp.uni-trier.de/pers/hd/o/Oliver:Earl.html
146150956	earthian89	Bibrak Qamar	http://dblp.uni-trier.de/pers/hd/q/Qamar:Bibrak.html
22443570	ebarreiros	Emanoel Barreiros	http://dblp.uni-trier.de/pers/hd/b/Barreiros:Emanoel.html
29726689	ebedeer	Ebrahim Bedeer	http://dblp.uni-trier.de/pers/hd/b/Bedeer:Ebrahim.html
95531056	eblizo	Lizbeth Escobedo	http://dblp.uni-trier.de/pers/hd/e/Escobedo:Lizbeth.html
266179564	ecasalicchio	Emiliano Casalicchio	http://dblp.uni-trier.de/pers/hd/c/Casalicchio:Emiliano.html
22181692	eccheung4	Edwin Cheung	http://dblp.uni-trier.de/pers/hd/c/Cheung:Edwin.html
101013723	ecebuzz	Weiming Shi	http://dblp.uni-trier.de/pers/hd/s/Shi:Weiming.html
211438706	ecoquery	Emmanuel Coquery	http://dblp.uni-trier.de/pers/hd/c/Coquery:Emmanuel.html
42034001	ecostanza	Enrico Costanza	http://dblp.uni-trier.de/pers/hd/c/Costanza:Enrico.html
17752493	ecuvelier	Etienne Cuvelier	http://dblp.uni-trier.de/pers/hd/c/Cuvelier:Etienne.html
18947167	ed80	Ed Thomas	http://dblp.uni-trier.de/pers/hd/t/Thomas:Ed.html
9271782	edchi	Ed H. Chi	http://dblp.uni-trier.de/pers/hd/c/Chi:Ed_H=.html
91993679	edcutrell	Ed Cutrell	http://dblp.uni-trier.de/pers/hd/c/Cutrell:Ed.html
12876	edd	Edd Dumbill	http://dblp.uni-trier.de/pers/hd/d/Dumbill:Edd.html
44839892	EddieWhiteJr	Eddie White	http://dblp.uni-trier.de/pers/hd/w/White:Eddie.html
199221817	eddytruyen	Eddy Truyen	http://dblp.uni-trier.de/pers/hd/t/Truyen:Eddy.html
7020922	edeguzm2	Edward De Guzman	http://dblp.uni-trier.de/pers/hd/g/Guzman:Edward_De.html
1144577864	e_delpech	Estelle Delpech	http://dblp.uni-trier.de/pers/hd/d/Delpech:Estelle.html
227058837	ederign	Eder Ignatowicz	http://dblp.uni-trier.de/pers/hd/i/Ignatowicz:Eder.html
1438697576	ederseb	Sebastian Eder	http://dblp.uni-trier.de/pers/hd/e/Eder:Sebastian.html
34238559	edesmontils	Emmanuel Desmontils	http://dblp.uni-trier.de/pers/hd/d/Desmontils:Emmanuel.html
1379433926	edevvede	Ed Evans	http://dblp.uni-trier.de/pers/hd/e/Evans:Ed.html
146195370	edgarmeij	Edgar Meij	http://dblp.uni-trier.de/pers/hd/m/Meij:Edgar.html
562193198	EdgarPek	Edgar Pek	http://dblp.uni-trier.de/pers/hd/p/Pek:Edgar.html
6178032	Edgemaster	Thomas Wood	http://dblp.uni-trier.de/pers/hd/w/Wood:Thomas.html
170565428	edison1027	Song Han	http://dblp.uni-trier.de/pers/hd/h/Han:Song.html
45645540	EDJHONRAMS	Eduardo Mendoza	http://dblp.uni-trier.de/pers/hd/m/Mendoza:Eduardo.html
1739749346	edk208	Edward Kim	http://dblp.uni-trier.de/pers/hd/k/Kim:Edward.html
20068648	EdMerks	Ed Merks	http://dblp.uni-trier.de/pers/hd/m/Merks:Ed.html
9369502	edsmith	Edwin W. Smith	http://dblp.uni-trier.de/pers/hd/s/Smith:Edwin_W=.html
